Date,Station,Precip
12/25/2016,1,7.63
12/25/2016,2,1.29
12/25/2016,3,8.12
12/25/2016,4,5.13
12/25/2016,5,8.29
12/25/2016,6,9.12
12/25/2016,7,5.48
12/25/2016,8,1.09
12/26/2016,0,8.01
12/26/2016,1,4.14
12/26/2016,2,4.63
12/26/2016,3,1.79
12/26/2016,4,4.16
12/26/2016,5,6.18
12/26/2016,6,4.51
12/26/2016,7,4.9
12/26/2016,8,8.3
12/27/2016,0,3.99
12/27/2016,1,8.16
12/27/2016,2,8.17
12/27/2016,3,0.33
12/27/2016,4,8.82
12/27/2016,5,7.87
12/27/2016,6,5.13
12/27/2016,7,2.61
12/27/2016,8,8.87
12/28/2016,0,8.66
12/28/2016,1,1.34
12/28/2016,2,2.16
12/28/2016,3,6.01
12/28/2016,4,5.99
12/28/2016,5,9.51
12/28/2016,6,2.7
12/28/2016,7,8.96
12/28/2016,8,9.16
12/29/2016,0,8.3
12/29/2016,1,7.84
12/29/2016,2,8.88
12/29/2016,3,8.62
12/29/2016,4,9.41
12/29/2016,5,3.66
12/29/2016,6,4.54
12/29/2016,7,4.31
12/29/2016,8,2.09
12/30/2016,0,1.81
12/30/2016,1,4.21
12/30/2016,2,1.91
12/30/2016,3,2.68
12/30/2016,4,3.91
12/30/2016,5,0.33
12/30/2016,6,5.82
12/30/2016,7,8.6
12/30/2016,8,4.42
12/31/2016,0,1.57
12/31/2016,1,0.92
12/31/2016,2,3.47
12/31/2016,3,1.65
12/31/2016,4,3.72
12/31/2016,5,9.81
12/31/2016,6,9.82
12/31/2016,7,6.29
12/31/2016,8,7.52
