Month,Year,Precip
11,9/26/2014,7.62
0,9/27/2014,6.38
1,9/27/2014,2.65
2,9/27/2014,2.53
3,9/27/2014,8.04
4,9/27/2014,2.67
5,9/27/2014,3.14
6,9/27/2014,6.34
7,9/27/2014,5.12
8,9/27/2014,0.37
9,9/27/2014,9.33
10,9/27/2014,4.36
11,9/27/2014,6.28
0,9/28/2014,3.30
1,9/28/2014,7.24
2,9/28/2014,7.81
3,9/28/2014,1.75
4,9/28/2014,8.81
5,9/28/2014,3.26
6,9/28/2014,4.95
7,9/28/2014,3.50
8,9/28/2014,4.62
9,9/28/2014,2.89
10,9/28/2014,6.95
11,9/28/2014,1.15
0,9/29/2014,5.46
1,9/29/2014,2.76
2,9/29/2014,5.99
3,9/29/2014,2.12
4,9/29/2014,5.05
5,9/29/2014,8.77
6,9/29/2014,3.41
7,9/29/2014,8.05
8,9/29/2014,0.52
9,9/29/2014,6.31
10,9/29/2014,1.44
11,9/29/2014,2.49
0,9/30/2014,7.34
1,9/30/2014,3.45
2,9/30/2014,1.53
3,9/30/2014,5.50
4,9/30/2014,4.74
5,9/30/2014,6.86
6,9/30/2014,8.45
7,9/30/2014,9.16
8,9/30/2014,3.36
9,9/30/2014,0.83
10,9/30/2014,9.96
11,9/30/2014,4.34
0,10/1/2014,9.31
1,10/1/2014,3.93
2,10/1/2014,7.83
3,10/1/2014,3.01
4,10/1/2014,1.29
5,10/1/2014,4.54
6,10/1/2014,7.94
7,10/1/2014,2.48
8,10/1/2014,0.36
9,10/1/2014,6.12
10,10/1/2014,3.62
11,10/1/2014,7.42
0,10/2/2014,5.22
1,10/2/2014,5.07
2,10/2/2014,8.63
3,10/2/2014,3.27
4,10/2/2014,9.30
5,10/2/2014,9.70
6,10/2/2014,3.66
7,10/2/2014,9.60
8,10/2/2014,9.75
9,10/2/2014,6.52
10,10/2/2014,2.90
11,10/2/2014,5.63
0,10/3/2014,2.86
1,10/3/2014,0.77
2,10/3/2014,5.42
3,10/3/2014,0.53
4,10/3/2014,4.47
5,10/3/2014,1.98
6,10/3/2014,9.11
7,10/3/2014,0.32
8,10/3/2014,9.05
9,10/3/2014,1.64
10,10/3/2014,4.26
11,10/3/2014,9.47
0,10/4/2014,6.12
1,10/4/2014,9.07
2,10/4/2014,7.06
3,10/4/2014,9.80
4,10/4/2014,7.92
5,10/4/2014,4.14
6,10/4/2014,3.31
7,10/4/2014,1.55
8,10/4/2014,8.26
9,10/4/2014,9.77
10,10/4/2014,6.80
11,10/4/2014,1.27
0,10/5/2014,8.23
1,10/5/2014,5.19
2,10/5/2014,6.94
3,10/5/2014,9.34
4,10/5/2014,0.97
5,10/5/2014,1.29
6,10/5/2014,5.46
7,10/5/2014,5.19
8,10/5/2014,4.10
9,10/5/2014,2.61
10,10/5/2014,2.39
11,10/5/2014,2.02
0,10/6/2014,5.87
1,10/6/2014,6.84
2,10/6/2014,7.76
3,10/6/2014,4.00
4,10/6/2014,7.65
5,10/6/2014,1.32
6,10/6/2014,6.18
7,10/6/2014,7.92
8,10/6/2014,3.70
9,10/6/2014,8.06
10,10/6/2014,8.35
11,10/6/2014,8.23
0,10/7/2014,6.55
1,10/7/2014,3.03
2,10/7/2014,5.05
3,10/7/2014,9.13
4,10/7/2014,4.68
5,10/7/2014,3.21
6,10/7/2014,6.64
7,10/7/2014,9.76
8,10/7/2014,7.85
9,10/7/2014,4.56
10,10/7/2014,3.03
11,10/7/2014,8.99
0,10/8/2014,4.11
1,10/8/2014,7.63
2,10/8/2014,7.36
3,10/8/2014,4.43
4,10/8/2014,1.66
5,10/8/2014,2.73
6,10/8/2014,9.28
7,10/8/2014,6.04
8,10/8/2014,8.35
9,10/8/2014,5.67
10,10/8/2014,2.35
11,10/8/2014,8.81
0,10/9/2014,1.18
1,10/9/2014,6.19
2,10/9/2014,3.53
3,10/9/2014,0.28
4,10/9/2014,8.53
5,10/9/2014,5.59
6,10/9/2014,1.99
7,10/9/2014,8.15
8,10/9/2014,7.76
9,10/9/2014,7.00
10,10/9/2014,8.52
11,10/9/2014,0.42
0,10/10/2014,2.27
1,10/10/2014,1.68
2,10/10/2014,6.64
3,10/10/2014,5.54
4,10/10/2014,2.28
5,10/10/2014,7.36
6,10/10/2014,1.33
7,10/10/2014,2.87
8,10/10/2014,5.74
9,10/10/2014,0.04
10,10/10/2014,1.51
11,10/10/2014,4.22
0,10/11/2014,6.73
1,10/11/2014,9.22
2,10/11/2014,8.16
3,10/11/2014,6.11
4,10/11/2014,1.23
5,10/11/2014,7.18
6,10/11/2014,0.50
7,10/11/2014,7.95
8,10/11/2014,2.10
9,10/11/2014,7.34
10,10/11/2014,9.27
11,10/11/2014,6.34
0,10/12/2014,7.68
1,10/12/2014,3.13
2,10/12/2014,7.15
3,10/12/2014,6.57
4,10/12/2014,1.62
5,10/12/2014,8.42
6,10/12/2014,3.64
7,10/12/2014,2.95
8,10/12/2014,4.31
9,10/12/2014,3.02
10,10/12/2014,3.46
11,10/12/2014,6.55
0,10/13/2014,0.36
1,10/13/2014,1.77
2,10/13/2014,5.22
3,10/13/2014,4.61
4,10/13/2014,9.77
5,10/13/2014,3.82
6,10/13/2014,9.67
7,10/13/2014,8.67
8,10/13/2014,5.24
9,10/13/2014,9.43
10,10/13/2014,5.13
11,10/13/2014,9.79
0,10/14/2014,1.97
1,10/14/2014,5.33
2,10/14/2014,0.68
3,10/14/2014,7.68
4,10/14/2014,1.53
5,10/14/2014,5.91
6,10/14/2014,6.88
7,10/14/2014,7.32
8,10/14/2014,6.03
9,10/14/2014,6.98
10,10/14/2014,7.30
11,10/14/2014,0.97
0,10/15/2014,4.74
1,10/15/2014,0.60
2,10/15/2014,3.80
3,10/15/2014,5.67
4,10/15/2014,0.42
5,10/15/2014,4.61
6,10/15/2014,2.93
7,10/15/2014,6.26
8,10/15/2014,9.22
9,10/15/2014,8.02
10,10/15/2014,0.79
11,10/15/2014,1.99
0,10/16/2014,3.90
1,10/16/2014,3.76
2,10/16/2014,8.97
3,10/16/2014,0.20
4,10/16/2014,7.12
5,10/16/2014,3.96
6,10/16/2014,4.73
7,10/16/2014,4.11
8,10/16/2014,8.17
9,10/16/2014,8.62
10,10/16/2014,4.42
11,10/16/2014,2.94
0,10/17/2014,4.14
1,10/17/2014,7.67
2,10/17/2014,0.38
3,10/17/2014,1.83
4,10/17/2014,3.83
5,10/17/2014,8.22
6,10/17/2014,8.00
7,10/17/2014,5.62
8,10/17/2014,0.77
9,10/17/2014,3.05
10,10/17/2014,1.40
11,10/17/2014,5.64
0,10/18/2014,9.81
1,10/18/2014,4.02
2,10/18/2014,3.45
3,10/18/2014,0.67
4,10/18/2014,0.42
5,10/18/2014,4.20
6,10/18/2014,8.13
7,10/18/2014,4.14
8,10/18/2014,8.52
9,10/18/2014,5.32
10,10/18/2014,1.01
11,10/18/2014,7.14
0,10/19/2014,7.98
1,10/19/2014,3.15
2,10/19/2014,6.78
3,10/19/2014,3.42
4,10/19/2014,2.09
5,10/19/2014,1.89
6,10/19/2014,0.97
7,10/19/2014,5.66
8,10/19/2014,5.51
9,10/19/2014,0.13
10,10/19/2014,6.84
11,10/19/2014,4.46
0,10/20/2014,6.96
1,10/20/2014,5.12
2,10/20/2014,7.28
3,10/20/2014,0.42
4,10/20/2014,3.38
5,10/20/2014,9.20
6,10/20/2014,6.04
7,10/20/2014,7.10
8,10/20/2014,7.09
9,10/20/2014,1.97
10,10/20/2014,1.95
11,10/20/2014,7.78
0,10/21/2014,8.52
1,10/21/2014,4.66
2,10/21/2014,5.02
3,10/21/2014,1.35
4,10/21/2014,8.14
5,10/21/2014,8.32
6,10/21/2014,3.43
7,10/21/2014,3.80
8,10/21/2014,3.39
9,10/21/2014,6.09
10,10/21/2014,5.83
11,10/21/2014,9.80
0,10/22/2014,7.76
1,10/22/2014,0.68
2,10/22/2014,4.58
3,10/22/2014,5.39
4,10/22/2014,1.98
5,10/22/2014,2.20
6,10/22/2014,1.37
7,10/22/2014,6.80
8,10/22/2014,9.53
9,10/22/2014,8.07
10,10/22/2014,8.43
11,10/22/2014,2.25
0,10/23/2014,1.68
1,10/23/2014,6.65
2,10/23/2014,5.17
3,10/23/2014,3.22
4,10/23/2014,0.56
5,10/23/2014,7.98
6,10/23/2014,2.37
7,10/23/2014,9.52
8,10/23/2014,2.21
9,10/23/2014,0.89
10,10/23/2014,3.30
11,10/23/2014,7.37
0,10/24/2014,5.28
1,10/24/2014,3.10
2,10/24/2014,3.99
3,10/24/2014,3.10
4,10/24/2014,5.54
5,10/24/2014,2.07
6,10/24/2014,2.98
7,10/24/2014,5.99
8,10/24/2014,0.46
9,10/24/2014,7.97
10,10/24/2014,4.10
11,10/24/2014,2.55
0,10/25/2014,2.99
1,10/25/2014,6.26
2,10/25/2014,4.67
3,10/25/2014,0.93
4,10/25/2014,9.09
5,10/25/2014,7.05
6,10/25/2014,5.30
7,10/25/2014,8.80
8,10/25/2014,8.28
9,10/25/2014,9.92
10,10/25/2014,7.16
11,10/25/2014,0.16
0,10/26/2014,3.00
1,10/26/2014,8.33
2,10/26/2014,6.57
3,10/26/2014,6.24
4,10/26/2014,7.90
5,10/26/2014,4.85
6,10/26/2014,7.52
7,10/26/2014,4.12
8,10/26/2014,6.91
9,10/26/2014,9.21
10,10/26/2014,7.12
11,10/26/2014,1.58
0,10/27/2014,2.55
1,10/27/2014,4.64
2,10/27/2014,0.30
3,10/27/2014,0.78
4,10/27/2014,8.78
5,10/27/2014,3.52
6,10/27/2014,5.25
7,10/27/2014,4.17
8,10/27/2014,5.95
9,10/27/2014,2.84
10,10/27/2014,2.98
11,10/27/2014,5.44
0,10/28/2014,4.26
1,10/28/2014,1.49
2,10/28/2014,0.19
3,10/28/2014,4.93
4,10/28/2014,9.72
5,10/28/2014,5.68
6,10/28/2014,6.99
7,10/28/2014,3.78
8,10/28/2014,4.96
9,10/28/2014,6.71
10,10/28/2014,7.78
11,10/28/2014,3.67
0,10/29/2014,5.83
1,10/29/2014,4.86
2,10/29/2014,6.25
3,10/29/2014,9.02
4,10/29/2014,3.36
5,10/29/2014,6.62
6,10/29/2014,3.03
7,10/29/2014,7.09
8,10/29/2014,0.14
9,10/29/2014,8.06
10,10/29/2014,7.72
11,10/29/2014,6.88
0,10/30/2014,9.18
1,10/30/2014,5.67
2,10/30/2014,5.29
3,10/30/2014,2.05
4,10/30/2014,3.56
5,10/30/2014,7.67
6,10/30/2014,0.67
7,10/30/2014,4.03
8,10/30/2014,4.93
9,10/30/2014,2.78
10,10/30/2014,4.10
11,10/30/2014,1.44
0,10/31/2014,9.46
1,10/31/2014,0.53
2,10/31/2014,4.37
3,10/31/2014,8.77
4,10/31/2014,0.55
5,10/31/2014,7.21
6,10/31/2014,6.57
7,10/31/2014,2.36
8,10/31/2014,8.66
9,10/31/2014,4.00
10,10/31/2014,5.88
11,10/31/2014,4.77
0,11/1/2014,9.74
1,11/1/2014,9.36
2,11/1/2014,9.24
3,11/1/2014,8.78
4,11/1/2014,5.87
5,11/1/2014,6.29
6,11/1/2014,2.38
7,11/1/2014,1.36
8,11/1/2014,3.00
9,11/1/2014,5.66
10,11/1/2014,0.19
11,11/1/2014,3.49
0,11/2/2014,3.72
1,11/2/2014,1.35
2,11/2/2014,5.15
3,11/2/2014,6.44
4,11/2/2014,4.90
5,11/2/2014,9.15
6,11/2/2014,9.58
7,11/2/2014,6.51
8,11/2/2014,3.34
9,11/2/2014,1.18
10,11/2/2014,4.38
11,11/2/2014,0.30
0,11/3/2014,5.73
1,11/3/2014,9.91
2,11/3/2014,9.28
3,11/3/2014,9.69
4,11/3/2014,2.59
5,11/3/2014,0.91
6,11/3/2014,6.77
7,11/3/2014,1.56
8,11/3/2014,9.85
9,11/3/2014,1.72
10,11/3/2014,4.67
11,11/3/2014,9.77
0,11/4/2014,5.87
1,11/4/2014,4.50
2,11/4/2014,0.56
3,11/4/2014,8.53
4,11/4/2014,6.01
5,11/4/2014,4.41
6,11/4/2014,4.38
7,11/4/2014,4.54
8,11/4/2014,1.84
9,11/4/2014,1.45
10,11/4/2014,4.49
11,11/4/2014,2.04
0,11/5/2014,7.07
1,11/5/2014,3.13
2,11/5/2014,6.07
3,11/5/2014,9.45
4,11/5/2014,7.62
5,11/5/2014,7.27
6,11/5/2014,0.56
7,11/5/2014,8.16
8,11/5/2014,9.11
9,11/5/2014,8.90
10,11/5/2014,8.97
11,11/5/2014,4.28
0,11/6/2014,0.95
1,11/6/2014,3.24
2,11/6/2014,2.14
3,11/6/2014,1.92
4,11/6/2014,2.58
5,11/6/2014,6.94
6,11/6/2014,6.23
7,11/6/2014,2.16
8,11/6/2014,4.10
9,11/6/2014,3.09
10,11/6/2014,2.02
11,11/6/2014,5.34
0,11/7/2014,0.48
1,11/7/2014,1.87
2,11/7/2014,2.93
3,11/7/2014,5.64
4,11/7/2014,5.71
5,11/7/2014,7.12
6,11/7/2014,7.33
7,11/7/2014,5.82
8,11/7/2014,1.07
9,11/7/2014,1.46
10,11/7/2014,7.71
11,11/7/2014,7.07
0,11/8/2014,9.36
1,11/8/2014,6.55
2,11/8/2014,0.64
3,11/8/2014,3.44
4,11/8/2014,5.22
5,11/8/2014,2.90
6,11/8/2014,8.85
7,11/8/2014,2.98
8,11/8/2014,0.32
9,11/8/2014,3.45
10,11/8/2014,9.22
11,11/8/2014,7.97
0,11/9/2014,0.86
1,11/9/2014,8.36
2,11/9/2014,7.85
3,11/9/2014,4.69
4,11/9/2014,4.03
5,11/9/2014,4.13
6,11/9/2014,6.93
7,11/9/2014,9.29
8,11/9/2014,9.67
9,11/9/2014,8.76
10,11/9/2014,6.21
11,11/9/2014,9.92
0,11/10/2014,2.83
1,11/10/2014,6.24
2,11/10/2014,5.45
3,11/10/2014,6.96
4,11/10/2014,3.47
5,11/10/2014,7.52
6,11/10/2014,3.64
7,11/10/2014,2.54
8,11/10/2014,9.49
9,11/10/2014,2.66
10,11/10/2014,4.56
11,11/10/2014,7.65
0,11/11/2014,0.33
1,11/11/2014,8.27
2,11/11/2014,8.29
3,11/11/2014,0.34
4,11/11/2014,9.11
5,11/11/2014,7.22
6,11/11/2014,3.09
7,11/11/2014,1.17
8,11/11/2014,3.04
9,11/11/2014,3.16
10,11/11/2014,2.10
11,11/11/2014,2.78
0,11/12/2014,2.90
1,11/12/2014,0.37
2,11/12/2014,5.22
3,11/12/2014,8.81
4,11/12/2014,4.91
5,11/12/2014,0.95
6,11/12/2014,7.13
7,11/12/2014,3.83
8,11/12/2014,0.31
9,11/12/2014,5.01
10,11/12/2014,8.77
11,11/12/2014,9.80
0,11/13/2014,0.40
1,11/13/2014,6.30
2,11/13/2014,0.86
3,11/13/2014,6.70
4,11/13/2014,8.25
5,11/13/2014,5.37
6,11/13/2014,5.19
7,11/13/2014,4.39
8,11/13/2014,0.72
9,11/13/2014,4.55
10,11/13/2014,1.18
11,11/13/2014,0.54
0,11/14/2014,8.70
1,11/14/2014,4.30
2,11/14/2014,2.88
3,11/14/2014,4.62
4,11/14/2014,6.86
5,11/14/2014,8.48
6,11/14/2014,4.23
7,11/14/2014,1.14
8,11/14/2014,8.42
9,11/14/2014,6.78
10,11/14/2014,8.46
11,11/14/2014,6.21
0,11/15/2014,5.14
1,11/15/2014,6.21
2,11/15/2014,0.84
3,11/15/2014,0.42
4,11/15/2014,7.17
5,11/15/2014,0.07
6,11/15/2014,2.84
7,11/15/2014,7.39
8,11/15/2014,2.77
9,11/15/2014,1.78
10,11/15/2014,9.53
11,11/15/2014,1.88
0,11/16/2014,3.16
1,11/16/2014,3.31
2,11/16/2014,1.44
3,11/16/2014,3.48
4,11/16/2014,3.48
5,11/16/2014,2.57
6,11/16/2014,6.93
7,11/16/2014,1.90
8,11/16/2014,7.00
9,11/16/2014,1.88
10,11/16/2014,0.56
11,11/16/2014,7.85
0,11/17/2014,5.79
1,11/17/2014,0.13
2,11/17/2014,8.77
3,11/17/2014,8.85
4,11/17/2014,8.05
5,11/17/2014,4.47
6,11/17/2014,4.30
7,11/17/2014,3.00
8,11/17/2014,8.92
9,11/17/2014,3.55
10,11/17/2014,6.89
11,11/17/2014,5.00
0,11/18/2014,9.25
1,11/18/2014,3.14
2,11/18/2014,8.88
3,11/18/2014,7.53
4,11/18/2014,3.88
5,11/18/2014,6.90
6,11/18/2014,0.77
7,11/18/2014,8.30
8,11/18/2014,9.50
9,11/18/2014,9.23
10,11/18/2014,3.88
11,11/18/2014,7.63
0,11/19/2014,9.80
1,11/19/2014,4.98
2,11/19/2014,3.93
3,11/19/2014,3.80
4,11/19/2014,4.58
5,11/19/2014,0.49
6,11/19/2014,2.21
7,11/19/2014,4.05
8,11/19/2014,8.01
9,11/19/2014,3.78
10,11/19/2014,8.55
11,11/19/2014,6.94
0,11/20/2014,0.65
1,11/20/2014,7.26
2,11/20/2014,3.27
3,11/20/2014,7.87
4,11/20/2014,9.01
5,11/20/2014,5.00
6,11/20/2014,3.96
7,11/20/2014,3.40
8,11/20/2014,6.51
9,11/20/2014,8.13
10,11/20/2014,6.25
11,11/20/2014,1.27
0,11/21/2014,9.63
1,11/21/2014,5.97
2,11/21/2014,7.06
3,11/21/2014,2.85
4,11/21/2014,3.31
5,11/21/2014,7.73
6,11/21/2014,2.89
7,11/21/2014,1.60
8,11/21/2014,0.74
9,11/21/2014,9.28
10,11/21/2014,5.44
11,11/21/2014,6.18
0,11/22/2014,3.26
1,11/22/2014,2.31
2,11/22/2014,1.75
3,11/22/2014,9.89
4,11/22/2014,7.80
5,11/22/2014,8.63
6,11/22/2014,6.33
7,11/22/2014,8.49
8,11/22/2014,0.81
9,11/22/2014,0.61
10,11/22/2014,8.25
11,11/22/2014,7.05
0,11/23/2014,9.37
1,11/23/2014,9.96
2,11/23/2014,7.03
3,11/23/2014,2.64
4,11/23/2014,2.92
5,11/23/2014,0.74
6,11/23/2014,7.49
7,11/23/2014,3.95
8,11/23/2014,1.15
9,11/23/2014,9.62
10,11/23/2014,4.96
11,11/23/2014,0.46
0,11/24/2014,6.87
1,11/24/2014,5.53
2,11/24/2014,9.28
3,11/24/2014,3.82
4,11/24/2014,5.58
5,11/24/2014,3.44
6,11/24/2014,8.10
7,11/24/2014,1.47
8,11/24/2014,7.23
9,11/24/2014,2.10
10,11/24/2014,7.22
11,11/24/2014,7.77
0,11/25/2014,9.46
1,11/25/2014,3.57
2,11/25/2014,8.86
3,11/25/2014,1.24
4,11/25/2014,5.48
5,11/25/2014,3.16
6,11/25/2014,6.29
7,11/25/2014,7.20
8,11/25/2014,4.75
9,11/25/2014,1.95
10,11/25/2014,7.11
11,11/25/2014,4.17
0,11/26/2014,8.78
1,11/26/2014,0.60
2,11/26/2014,5.84
3,11/26/2014,8.74
4,11/26/2014,0.01
5,11/26/2014,2.20
6,11/26/2014,0.51
7,11/26/2014,7.90
8,11/26/2014,6.64
9,11/26/2014,4.17
10,11/26/2014,7.46
11,11/26/2014,0.54
0,11/27/2014,2.53
1,11/27/2014,3.89
2,11/27/2014,2.83
3,11/27/2014,9.05
4,11/27/2014,6.66
5,11/27/2014,0.53
6,11/27/2014,9.54
7,11/27/2014,0.61
8,11/27/2014,3.70
9,11/27/2014,5.92
10,11/27/2014,3.42
11,11/27/2014,2.62
0,11/28/2014,3.25
1,11/28/2014,0.68
2,11/28/2014,3.03
3,11/28/2014,0.84
4,11/28/2014,2.68
5,11/28/2014,7.96
6,11/28/2014,3.42
7,11/28/2014,9.59
8,11/28/2014,5.63
9,11/28/2014,5.90
10,11/28/2014,5.21
11,11/28/2014,2.61
0,11/29/2014,5.83
1,11/29/2014,1.75
2,11/29/2014,7.02
3,11/29/2014,0.18
4,11/29/2014,3.78
5,11/29/2014,5.29
6,11/29/2014,1.02
7,11/29/2014,2.51
8,11/29/2014,2.08
9,11/29/2014,6.12
10,11/29/2014,8.32
11,11/29/2014,2.27
0,11/30/2014,3.75
1,11/30/2014,0.07
2,11/30/2014,3.76
3,11/30/2014,9.11
4,11/30/2014,6.62
5,11/30/2014,2.54
6,11/30/2014,6.91
7,11/30/2014,7.38
8,11/30/2014,6.08
9,11/30/2014,2.61
10,11/30/2014,9.57
11,11/30/2014,4.25
0,12/1/2014,8.05
1,12/1/2014,0.25
2,12/1/2014,8.07
3,12/1/2014,8.82
4,12/1/2014,3.52
5,12/1/2014,0.47
6,12/1/2014,2.72
7,12/1/2014,4.94
8,12/1/2014,6.50
9,12/1/2014,2.42
10,12/1/2014,5.40
11,12/1/2014,9.33
0,12/2/2014,7.09
1,12/2/2014,8.37
2,12/2/2014,0.91
3,12/2/2014,4.13
4,12/2/2014,2.78
5,12/2/2014,7.71
6,12/2/2014,6.92
7,12/2/2014,7.84
8,12/2/2014,1.42
9,12/2/2014,3.34
10,12/2/2014,2.81
11,12/2/2014,1.52
0,12/3/2014,1.06
1,12/3/2014,3.58
2,12/3/2014,7.46
3,12/3/2014,7.68
4,12/3/2014,3.51
5,12/3/2014,1.03
6,12/3/2014,1.87
7,12/3/2014,7.84
8,12/3/2014,0.13
9,12/3/2014,0.62
10,12/3/2014,3.30
11,12/3/2014,0.87
0,12/4/2014,0.97
1,12/4/2014,3.45
2,12/4/2014,3.70
3,12/4/2014,8.47
4,12/4/2014,0.80
5,12/4/2014,9.37
6,12/4/2014,6.98
7,12/4/2014,5.77
8,12/4/2014,8.53
9,12/4/2014,0.96
10,12/4/2014,6.07
11,12/4/2014,5.06
0,12/5/2014,9.51
1,12/5/2014,3.92
2,12/5/2014,3.15
3,12/5/2014,7.84
4,12/5/2014,4.31
5,12/5/2014,3.99
6,12/5/2014,3.79
7,12/5/2014,5.97
8,12/5/2014,0.55
9,12/5/2014,8.61
10,12/5/2014,8.43
11,12/5/2014,5.66
0,12/6/2014,9.41
1,12/6/2014,2.16
2,12/6/2014,2.62
3,12/6/2014,9.06
4,12/6/2014,2.12
5,12/6/2014,7.27
6,12/6/2014,1.12
7,12/6/2014,7.00
8,12/6/2014,7.20
9,12/6/2014,1.35
10,12/6/2014,9.20
11,12/6/2014,2.84
0,12/7/2014,3.63
1,12/7/2014,6.26
2,12/7/2014,8.81
3,12/7/2014,2.13
4,12/7/2014,1.17
5,12/7/2014,1.45
6,12/7/2014,6.53
7,12/7/2014,4.41
8,12/7/2014,4.30
9,12/7/2014,5.70
10,12/7/2014,4.60
11,12/7/2014,4.16
0,12/8/2014,2.49
1,12/8/2014,0.07
2,12/8/2014,6.72
3,12/8/2014,5.17
4,12/8/2014,5.73
5,12/8/2014,5.33
6,12/8/2014,5.03
7,12/8/2014,8.53
8,12/8/2014,1.17
9,12/8/2014,0.33
10,12/8/2014,5.61
11,12/8/2014,7.84
0,12/9/2014,3.20
1,12/9/2014,4.07
2,12/9/2014,5.57
3,12/9/2014,6.46
4,12/9/2014,7.10
5,12/9/2014,2.73
6,12/9/2014,6.01
7,12/9/2014,0.67
8,12/9/2014,3.57
9,12/9/2014,5.12
10,12/9/2014,1.54
11,12/9/2014,9.60
0,12/10/2014,9.68
1,12/10/2014,4.26
2,12/10/2014,9.08
3,12/10/2014,7.37
4,12/10/2014,9.60
5,12/10/2014,0.30
6,12/10/2014,5.40
7,12/10/2014,5.47
8,12/10/2014,7.47
9,12/10/2014,9.92
10,12/10/2014,5.78
11,12/10/2014,3.72
0,12/11/2014,3.23
1,12/11/2014,0.72
2,12/11/2014,3.41
3,12/11/2014,6.16
4,12/11/2014,1.47
5,12/11/2014,4.53
6,12/11/2014,2.67
7,12/11/2014,4.44
8,12/11/2014,3.03
9,12/11/2014,2.40
10,12/11/2014,7.38
11,12/11/2014,4.73
0,12/12/2014,8.50
1,12/12/2014,5.27
2,12/12/2014,9.15
3,12/12/2014,6.02
4,12/12/2014,3.18
5,12/12/2014,8.82
6,12/12/2014,9.69
7,12/12/2014,6.76
8,12/12/2014,3.31
9,12/12/2014,7.66
10,12/12/2014,5.41
11,12/12/2014,4.36
0,12/13/2014,4.07
1,12/13/2014,4.28
2,12/13/2014,2.18
3,12/13/2014,6.70
4,12/13/2014,0.89
5,12/13/2014,0.48
6,12/13/2014,3.08
7,12/13/2014,7.91
8,12/13/2014,7.13
9,12/13/2014,4.77
10,12/13/2014,2.17
11,12/13/2014,1.19
0,12/14/2014,2.50
1,12/14/2014,7.35
2,12/14/2014,2.98
3,12/14/2014,9.85
4,12/14/2014,8.85
5,12/14/2014,5.40
6,12/14/2014,1.16
7,12/14/2014,4.16
8,12/14/2014,2.07
9,12/14/2014,5.42
10,12/14/2014,6.89
11,12/14/2014,5.43
0,12/15/2014,1.54
1,12/15/2014,6.00
2,12/15/2014,4.47
3,12/15/2014,0.94
4,12/15/2014,1.36
5,12/15/2014,3.95
6,12/15/2014,2.70
7,12/15/2014,2.72
8,12/15/2014,0.88
9,12/15/2014,9.10
10,12/15/2014,2.47
11,12/15/2014,0.97
0,12/16/2014,5.53
1,12/16/2014,8.23
2,12/16/2014,4.93
3,12/16/2014,7.94
4,12/16/2014,2.85
5,12/16/2014,6.64
6,12/16/2014,6.48
7,12/16/2014,1.57
8,12/16/2014,2.67
9,12/16/2014,6.50
10,12/16/2014,5.03
11,12/16/2014,8.76
0,12/17/2014,4.97
1,12/17/2014,4.83
2,12/17/2014,5.11
3,12/17/2014,7.26
4,12/17/2014,3.65
5,12/17/2014,0.50
6,12/17/2014,8.28
7,12/17/2014,1.48
8,12/17/2014,9.50
9,12/17/2014,8.50
10,12/17/2014,9.15
11,12/17/2014,2.00
0,12/18/2014,1.15
1,12/18/2014,2.24
2,12/18/2014,6.80
3,12/18/2014,0.79
4,12/18/2014,8.51
5,12/18/2014,9.14
6,12/18/2014,5.70
7,12/18/2014,4.07
8,12/18/2014,9.01
9,12/18/2014,2.49
10,12/18/2014,0.60
11,12/18/2014,2.75
0,12/19/2014,3.58
1,12/19/2014,3.31
2,12/19/2014,4.65
3,12/19/2014,5.70
4,12/19/2014,5.85
5,12/19/2014,8.78
6,12/19/2014,0.94
7,12/19/2014,4.86
8,12/19/2014,4.86
9,12/19/2014,0.37
10,12/19/2014,3.24
11,12/19/2014,2.36
0,12/20/2014,9.13
1,12/20/2014,3.34
2,12/20/2014,3.10
3,12/20/2014,8.78
4,12/20/2014,7.31
5,12/20/2014,1.26
6,12/20/2014,6.85
7,12/20/2014,8.76
8,12/20/2014,8.53
9,12/20/2014,3.68
10,12/20/2014,7.85
11,12/20/2014,4.61
0,12/21/2014,4.03
1,12/21/2014,2.30
2,12/21/2014,6.62
3,12/21/2014,1.43
4,12/21/2014,9.81
5,12/21/2014,1.36
6,12/21/2014,3.56
7,12/21/2014,7.26
8,12/21/2014,9.18
9,12/21/2014,0.80
10,12/21/2014,7.18
11,12/21/2014,9.98
0,12/22/2014,3.09
1,12/22/2014,6.63
2,12/22/2014,3.38
3,12/22/2014,8.81
4,12/22/2014,5.62
5,12/22/2014,1.40
6,12/22/2014,0.03
7,12/22/2014,1.84
8,12/22/2014,1.77
9,12/22/2014,9.37
10,12/22/2014,4.45
11,12/22/2014,2.51
0,12/23/2014,4.81
1,12/23/2014,4.79
2,12/23/2014,0.84
3,12/23/2014,7.74
4,12/23/2014,0.83
5,12/23/2014,9.19
6,12/23/2014,8.40
7,12/23/2014,7.07
8,12/23/2014,8.88
9,12/23/2014,3.03
10,12/23/2014,1.23
11,12/23/2014,7.58
0,12/24/2014,5.92
1,12/24/2014,0.03
2,12/24/2014,5.25
3,12/24/2014,2.16
4,12/24/2014,7.60
5,12/24/2014,7.86
6,12/24/2014,8.34
7,12/24/2014,8.92
8,12/24/2014,6.87
9,12/24/2014,7.04
10,12/24/2014,4.97
11,12/24/2014,8.64
0,12/25/2014,5.10
1,12/25/2014,1.32
2,12/25/2014,7.64
3,12/25/2014,2.86
4,12/25/2014,2.06
5,12/25/2014,6.27
6,12/25/2014,3.71
